Row,Column,Value
33,2521,4.5276594
33,2574,3.6166859
33,2621,3.7338662
33,2655,4.401655
33,2721,4.2812514
33,2725,5.0430126
33,2733,4.458728
33,2772,6.013031
33,2783,3.7516172
33,2799,4.5410337
33,2871,4.586995
33,2889,3.7844064
33,2917,3.996354
33,2921,3.849791
33,2944,3.9040892
33,2994,4.3564925
33,3021,3.7607102
33,3042,3.9444933
33,3068,3.7662072
33,3087,4.898841
33,3096,4.361981
33,3110,3.7344763
33,3117,5.2036014
33,3162,4.4714317
34,34,13.2445545
34,148,3.9692616
34,232,4.7562733
34,233,6.230167
34,298,4.0034537
34,302,5.5027704
34,331,3.7723181
34,443,3.707076
34,478,3.6377134
34,566,4.006735
34,667,4.7474337
34,777,3.9728312
34,826,3.789229
34,837,4.9687467
34,929,4.0027037
34,1047,4.687127
34,1167,4.519687
34,1259,4.5293527
34,1353,4.247825
34,1707,3.9620423
34,1727,4.021044
34,1757,3.769989
34,1773,4.719036
34,1857,3.6846294
34,1946,3.8717787
34,1969,4.7741485
34,2050,3.9785175
34,2081,3.6912894
34,2181,3.9749904
34,2299,3.9132488
34,2430,3.9620423
34,2470,4.0047545
34,2532,5.0453415
34,2574,3.998383
34,2621,4.756012
34,2733,4.7562733
34,2772,6.2132235
34,2783,4.7530603
34,2921,3.790277
34,2968,3.9344373
34,2980,4.285674
34,3087,4.516066
34,3117,4.7904162
35,35,11.570047
36,36,9.999999
36,921,3.5377927
37,10,4.58086
37,37,11.591797
37,738,3.5917988
37,890,9.321016
37,1562,8.591799
37,1729,9.591799
37,2153,6.3210163
37,2610,3.6519504
37,3123,4.525117
38,31,4.309167
38,38,13.010306
38,59,4.4595504
38,83,4.45955
38,324,4.268676
38,521,5.9661283
38,608,5.0459957
38,727,4.2589192
38,790,4.45955
38,1048,4.309167
38,1083,4.180252
38,1200,5.1667595
38,1213,4.45955
38,1275,4.188236
38,1484,5.309167
38,1601,4.2589192
38,1677,4.2589192
38,2037,4.1621976
38,2113,4.1621976
38,2122,4.317143
38,2220,5.8360763
38,2378,4.269735
38,2486,4.45955
38,2714,4.1621976
38,2774,4.207801
38,2823,4.45955
39,39,12.977313
39,71,6.299646
39,278,6.252594
39,301,3.5448983
39,354,4.252595
39,369,3.5448983
39,405,5.488657
39,527,4.323463
39,602,3.774143
39,620,4.5462084
39,634,6.488657
39,715,3.7741427
39,728,4.8019147
39,954,4.544898
39,1026,3.5333896
39,1077,4.08954
39,1127,4.774143
39,1186,5.307533
39,1225,5.307533
39,1254,4.544898
39,1343,4.544898
39,1460,3.7741432
39,1461,3.5448983
39,1515,4.8019147
39,1540,5.39431
39,1580,3.558753
39,1590,7.259412
39,1599,5.8019147
39,1607,3.774143
39,1671,6.3075323
39,1716,4.8019147
39,1718,5.307533
39,1741,3.7741432
39,1753,5.3075323
39,1812,3.548286
39,1827,3.5355299
39,1858,3.5448985
39,1872,4.544898
39,1931,5.870525
39,1933,3.714514
39,1947,3.5448983
39,1991,3.5448985
39,2000,4.855485
39,2007,5.7741427
39,2008,4.774143
39,2014,7.0782876
39,2020,4.08954
39,2147,3.819487
39,2209,4.5462084
39,2384,3.565858
39,2396,3.774143
39,2412,4.544898
39,2494,3.7741432
39,2539,6.5482855
39,2546,4.1604085
39,2554,6.307533
39,2641,5.3190417
39,2724,5.9682627
39,2862,3.6110888
39,2886,3.774143
39,2946,6.488657
39,3049,4.1604085
39,3056,4.5448985
39,3149,4.7741427
40,40,13.023218
40,167,4.266294
40,188,4.266294
40,311,5.051971
40,334,3.511609
40,373,3.511609
40,434,5.2662935
40,470,5.2662935
40,524,3.511609
40,633,4.266294
40,646,4.266294
40,652,3.511609
40,708,4.266294
40,831,4.511609
40,1006,4.266294
40,1147,4.266294
40,1174,4.266294
40,1324,5.2662935
40,1383,3.511609
40,1426,6.266294
40,1496,4.266294
40,1644,3.511609
40,1709,5.2662935
40,1940,4.266294
40,1960,4.266294
40,2099,6.0206447
40,2139,4.027408
40,2140,6.078745
40,2191,4.266294
40,2212,3.511609
40,2294,4.266294
40,2308,4.266294
40,2352,6.051971
40,2389,3.511609
40,2470,3.5116096
40,2508,4.266294
40,2519,3.502522
40,2629,4.266294
40,2707,4.266294
40,2739,4.266294
40,2765,3.511609
40,2783,3.511609
40,2873,5.266294
40,3159,4.266294
41,41,10.0
41,46,3.7070675
41,169,3.8699064
41,347,4.776948
41,598,3.7039013
41,644,4.187109
41,673,3.9507732
41,740,3.5365386
41,1126,3.728901
41,1336,5.46877
41,1839,4.4394407
41,1930,3.7984633
41,2300,3.5720716
41,2330,3.765783
41,2598,4.2410703
41,2612,3.7070675
41,2784,3.7070675
42,42,11.491571
42,48,5.7338448
42,195,3.7060878
42,419,4.706088
42,686,4.4660244
42,694,4.745785
42,769,4.4915714
42,830,5.7457857
42,936,3.7060878
42,1829,4.0
42,1951,5.451874
42,2556,6.451874
42,2645,3.706088
42,2750,4.9149327
42,3086,3.9999998
43,43,10.0
44,44,10.0
45,45,10.0
45,332,3.6230974
45,376,3.9083245
45,549,4.504594
45,781,3.5727077
45,1857,3.9371853
45,2020,3.6013103
45,2281,3.7019262
45,2641,3.7741427
45,2725,3.514431
45,3035,3.5309086
46,41,3.7070675
46,46,10.0
46,145,4.0
46,163,3.707067
46,169,4.2177377
46,347,3.7070675
46,651,4.707067
46,718,4.7827883
46,798,3.782789
46,965,4.2177377
46,1336,3.7070675
46,1512,3.782789
46,1865,3.782789
46,2103,5.0
46,2194,3.7070677
46,2583,4.2177377
46,2612,4.0
46,2769,4.0000005
46,2784,4.47391
47,47,10.000001
47,1968,3.8476806
47,2402,3.580787
47,2699,4.0000005
48,42,5.733845
48,48,11.467691
48,419,4.733845
48,830,4.733845
48,1798,3.7338452
48,1829,3.7338455
48,2556,4.733845
48,2587,3.7338455
48,2645,4.4507494
48,2750,3.7338452
48,3086,4.733845
49,49,9.999999
50,7,4.466468
50,50,11.51548
50,63,3.7911239
50,150,4.75774
50,156,4.7577405
50,235,4.539539
50,350,4.539539
50,408,3.7577405
50,423,3.7146277
50,584,4.0
50,793,3.7577405
50,804,3.52599
50,850,3.75774
50,980,6.3082156
50,992,3.75774
50,1021,4.539539
50,1075,3.75774
50,1108,4.4723682
50,1273,4.2396064
50,1337,4.5395393
50,1340,4.0006394
50,1515,4.472368
50,1595,3.52599
50,1610,5.51548
50,1795,4.52599
50,1896,4.5395393
50,1915,5.5395393
50,2038,5.7577405
50,2115,3.7577405
50,2155,6.2972794
50,2170,3.75774
50,2196,6.51548
50,2211,3.52599
50,2253,4.5395393
50,2476,3.7577405
50,2546,3.5395393
50,2571,3.5395393
50,2617,5.30779
50,2839,3.52599
50,2904,5.7577405
50,2951,4.539539
51,51,10.000002
51,1167,4.703187
52,52,9.999999
53,53,11.534684
53,422,3.5346844
53,462,3.5346844
53,901,5.0409226
53,1883,3.5346844
53,2385,3.6072946
53,2446,3.5346844
53,2545,4.255748
53,2637,4.255748
53,2821,4.978234
54,54,11.6888685
54,127,3.5919075
54,601,3.591907
54,720,4.591907
54,872,4.433203
54,1355,4.705405
54,1670,4.591907
54,1874,4.575371
54,2317,4.192351
54,2976,4.0619183
55,55,10.0
56,56,11.576204
57,57,11.638852
57,3050,3.6388514
58,58,11.870906
58,242,4.5762696
58,289,3.5088131
58,302,4.026985
58,410,3.8709056
58,962,4.61363
58,1211,3.8709056
58,1357,4.654964
58,1419,5.6310797
58,1465,4.3593974
58,1773,3.5465164
58,1913,4.367794
58,2390,8.337702
58,2574,4.001192
58,2589,4.870906
58,2845,7.1723814
58,2868,3.8709056
58,2971,5.6310797
58,2982,4.5877895
58,3044,3.8709056
59,12,4.45955
59,31,4.309167
59,38,4.4595504
59,59,11.45955
59,179,5.459551
59,324,4.268676
59,344,4.45955
59,399,5.4595504
59,521,6.9661283
59,608,6.045995
59,727,4.2589192
59,790,4.45955
59,1048,4.309167
59,1083,4.180252
59,1086,4.45955
59,1200,5.1667595
59,1275,4.188236
59,1484,5.3091664
59,1601,4.2589192
59,1643,5.45955
59,1677,4.2589192
59,1819,4.45955
59,2122,5.3171425
59,2220,5.8360767
59,2378,4.269735
59,2413,4.45955
59,2432,4.45955
59,2486,4.45955
59,2701,3.5003822
59,3058,3.7297752
60,60,10.0
60,233,4.0138707
60,1946,3.6303327
60,2772,3.996976
61,61,10.0
61,697,3.7304513
61,1167,3.759844
62,62,11.618483
63,7,4.7087274
63,50,3.7911239
63,63,10.0
63,96,4.0
63,156,5.707725
63,235,4.781799
63,254,5.781799
63,319,3.999999
63,396,4.0
63,408,3.7870736
63,423,3.7911234
63,584,5.0
63,629,6.7911234
63,733,4.7817984
63,793,3.7077253
63,809,3.7328181
63,850,3.9999995
63,911,4.0
63,969,5.0
63,1021,4.781799
63,1041,4.8762784
63,1075,5.8005247
63,1077,5.0000005
63,1081,3.7817988
63,1337,6.7817984
63,1506,5.6588054
63,1800,3.9999998
63,1896,5.781799
63,1915,4.7817984
63,2038,4.7911234
63,2077,3.999999
63,2115,5.0
63,2134,4.0
63,2155,3.7817988
63,2226,4.7817984
63,2227,3.9999995
63,2253,3.7817988
63,2329,4.0
63,2402,3.580787
63,2441,4.999999
63,2476,4.0
63,2571,4.781798
63,2579,3.7911227
63,2617,3.7817988
63,2635,4.0
63,2904,5.7911234
63,2910,3.5028896
63,2931,4.0
63,2948,4.0
63,2951,3.7817988
63,2981,3.9999995
63,2997,4.0
64,64,10.0
65,65,13.134472
65,92,4.4421806
65,127,5.02773
65,142,3.5258274
65,360,4.343507
65,461,6.0277305
65,463,4.2980785
65,601,3.5672357
65,618,3.7219417
65,720,7.8887014
65,872,5.4282064
65,886,6.273501
65,1165,4.5787973
65,1355,4.4761143
65,1452,4.6620507
65,1526,4.498213
65,1556,7.1100845
65,1560,5.326027
65,1584,3.9149265
65,1670,5.732731
65,1699,4.473826
65,1874,6.0277305
65,1958,4.424092
65,2149,4.4421806
65,2317,7.5238113
65,2591,3.7219417
65,2599,4.3191204
65,2619,3.9751024
65,2703,3.7219417
65,2762,5.9006443
65,2772,4.728928
65,2939,3.5672357
65,2976,7.288844
65,2980,3.5352678
65,3101,4.1992598
65,3132,4.082431
66,66,10.0
66,2163,4.4366593
66,2394,3.7366
67,67,9.999999
67,1109,3.527357
67,2220,4.1063013
68,68,10.000001
69,69,11.407995
69,409,5.4353576
69,424,4.1748657
69,464,3.7039971
69,712,3.7039971
69,716,4.852573
69,797,3.7039971
69,917,4.7039976
69,1161,3.7039971
69,1282,5.168414
69,1320,4.407995
69,1328,3.7418141
69,1470,5.4045053
69,1614,4.0
69,1648,3.5085945
69,1746,4.1910796
69,1816,3.703998
69,1941,4.703997
69,1954,4.125448
69,1993,4.4353566
69,2042,5.44539
69,2067,3.7039971
69,2116,3.5085952
69,2193,4.7039976
69,2291,4.918953
69,2295,6.4589567
69,2338,3.7039976
69,2374,3.7039976
69,2399,4.2149553
69,2425,3.7039971
69,2434,3.7039976
69,2436,3.7039976
69,2649,4.413454
69,2657,4.851349
69,2725,3.7039976
69,2761,4.7039976
69,2835,4.4079947
69,3028,3.7039976
69,3055,4.407995
69,3060,3.9244123
69,3112,5.4045057
69,3140,5.231197
70,70,10.0
70,1456,4.534802
70,2388,4.7506847
70,2595,3.7736871
70,2738,3.7810967
71,39,6.299646
71,71,19.297005
71,79,4.2017827
71,96,7.3043203
71,137,3.9414392
71,172,4.342238
71,265,5.3582067
71,278,6.227595
71,301,3.9414392
71,307,4.2597003
71,354,7.227595
71,368,4.342238
71,393,4.3582077
71,514,5.980288
71,527,6.7004447
71,580,6.6283937
71,600,4.342238
71,602,3.9414392
71,607,6.6443634
71,674,5.074332
71,728,10.986601
71,781,4.286156
71,809,4.3582067
71,876,4.111053
71,917,4.1141567
71,992,4.3582077
71,1034,6.6443634
71,1075,5.358207
71,1077,10.360489
71,1337,4.3582067
71,1340,6.6283937
71,1420,9.74558
71,1461,3.9414392
71,1467,7.503908
71,1482,3.9414392
71,1506,7.017013
71,1515,9.9866
71,1540,11.329106
71,1580,6.617907
71,1595,6.7004447
71,1599,9.9866
71,1602,6.6179075
71,1604,8.591677
71,1662,6.6443634
71,1698,4.3422375
71,1716,10.9866
71,1800,4.3582067
71,1812,7.299646
71,1835,4.3582067
71,1872,3.941439
71,1904,4.8619833
71,1947,3.9414392
71,2000,4.4167023
71,2020,8.360489
71,2028,3.998247
71,2147,9.861862
71,2215,3.9414392
71,2260,4.3582077
71,2384,6.5916767
71,2402,4.9414396
71,2467,6.6283937
71,2539,6.299646
71,2546,8.41657
71,2567,4.0
71,2603,3.9414392
71,2633,3.9414392
71,2641,6.299646
71,2719,8.389564
71,2740,4.3582077
71,2755,3.6620266
71,2789,3.9414392
71,2839,6.7004447
71,2862,5.074332
71,2883,7.6283937
71,3049,8.41657
71,3124,4.358207
72,10,4.31925
72,72,13.3732815
72,93,3.722762
72,176,3.586422
72,232,3.9581366
72,233,4.4991093
72,412,4.3515077
72,443,3.790207
72,489,4.2172594
72,613,3.586422
72,709,3.9691114
72,740,4.0442715
72,752,3.5021038
72,826,3.7451582
72,848,3.9677176
72,883,5.6866407
72,890,3.9829512
72,943,3.5415366
72,1202,3.9630527
72,1227,4.0572157
72,1259,4.7786245
72,1378,4.0534296
72,1381,4.217073
72,1465,3.9964867
72,1489,4.1536484
72,1559,3.7818646
72,1588,4.491197
72,1729,3.9829512
72,2174,4.0534296
72,2243,3.740262
72,2269,3.9604015
72,2429,3.586422
72,2514,3.586422
72,2574,3.5577602
72,2610,4.271868
72,2725,3.5285819
72,2733,3.9581366
72,2772,3.7289286
72,2783,3.689302
72,2799,4.100234
72,2921,3.772305
72,3083,3.586422
72,3128,3.7013636
73,73,10.0
74,74,10.0
75,75,11.503869
75,90,3.5038688
75,195,4.3134623
75,686,3.7202387
75,709,3.7112567
75,1720,3.5182154
75,1816,3.7519348
75,1823,3.9784741
75,1952,3.7519345
75,2634,5.2511168
75,2731,4.3488545
75,2933,3.7060878
75,3025,4.0
76,76,11.438377
76,424,4.4231863
76,464,3.50415
76,1551,5.142375
76,1746,4.2062707
76,1892,5.1543684
76,1979,5.142375
76,2291,5.8497434
76,2568,4.4383774
76,3140,4.4383774
77,77,10.0
77,195,3.9681263
77,331,4.7477946
77,2040,5.125318
77,2772,3.7289286
77,3117,3.9810557
78,78,10.0
78,233,4.0138707
78,1857,3.6844506
78,2772,3.996976
79,26,4.716729
79,71,4.2017827
79,79,11.433457
79,96,4.2451386
79,102,3.7019258
79,140,3.5656326
79,178,4.4784374
79,302,3.8993392
79,331,4.5216465
79,332,4.9978333
79,348,3.7167287
79,352,5.000001
79,368,4.000001
79,369,5.442674
