Row,Column,Value
1,1330,1.776259
1,1349,2.0
1,1353,1.776259
1,1357,1.5404449
1,1367,1.7214091
1,1376,1.4596218
1,1384,1.4424723
1,1387,1.4858885
1,1388,2.7210634
1,1395,1.5166008
1,1409,1.4844103
1,1419,1.7011516
1,1428,2.422215
1,1435,1.4110802
1,1449,1.4424723
1,1453,1.4821448
1,1463,2.0
1,1469,1.4653635
1,1490,1.4690218
1,1491,1.4295352
1,1494,1.5208638
1,1501,1.4971454
1,1504,2.5563583
1,1508,1.7214091
1,1516,1.7014506
1,1521,1.7512192
1,1530,2.2066283
1,1539,1.4645298
1,1546,1.4424723
1,1548,1.4424723
1,1553,1.4311119
1,1561,1.7214091
1,1564,1.7210636
1,1565,2.7210636
1,1585,1.4365168
1,1591,1.4444197
1,1601,1.4110802
1,1608,1.4500389
1,1626,1.4424723
1,1639,2.4632535
1,1650,2.4428911
1,1651,1.5508456
1,1659,1.7210636
1,1669,2.0
1,1672,1.4229327
1,1673,2.167209
1,1674,2.4684315
1,1679,2.4428911
1,1687,1.566532
1,1694,1.7210636
1,1697,1.7011516
1,1707,1.594403
1,1721,1.7214823
1,1727,3.4575791
1,1748,1.7876458
1,1755,1.444493
1,1756,1.4661244
1,1757,2.215279
1,1773,2.509128
1,1788,1.7214823
1,1802,1.5052347
1,1805,1.7214823
1,1842,1.5090548
1,1847,3.5404449
1,1853,1.444493
1,1857,1.4326406
1,1895,2.9558325
1,1913,2.4263015
1,1917,1.5076219
1,1943,2.2083192
1,1946,1.7014506
1,1965,1.479855
1,1966,1.723011
1,1969,2.4844103
1,1983,1.4310386
1,1985,1.4607809
1,1986,2.5282688
1,2003,1.4704595
1,2009,1.4348259
1,2016,1.7214091
1,2020,1.7214823
1,2036,1.8181443
1,2050,2.4618244
1,2051,1.5866057
1,2081,1.4705327
1,2091,1.7214823
1,2093,1.4245461
1,2096,1.4077225
1,2100,1.7214823
1,2101,1.4424723
1,2102,1.4291534
1,2114,1.4450593
1,2127,1.7214823
1,2137,1.7277031
1,2141,2.0000002
1,2154,1.4634879
1,2173,1.7672799
1,2177,1.7876458
1,2180,1.4586704
1,2181,2.0
1,2237,1.7221471
1,2241,3.5227294
1,2257,2.0
1,2267,1.4110802
1,2271,1.4235163
1,2272,1.819036
1,2302,1.7214091
1,2306,1.7214091
1,2307,2.4324415
1,2313,1.8635597
1,2320,1.7688214
1,2326,2.4695725
1,2335,2.1749637
1,2345,2.0000005
1,2353,1.5039617
1,2354,1.776259
1,2357,1.7210636
1,2376,2.0
1,2386,2.441031
1,2415,1.7403421
1,2417,1.6205778
1,2418,1.4832643
1,2430,2.3337016
1,2443,1.7192795
1,2461,3.0529203
1,2465,1.7214823
1,2472,1.7014506
1,2500,1.4575791
1,2509,1.4482281
1,2521,2.8490653
1,2522,1.7214823
1,2525,1.7210636
1,2528,2.6066818
1,2532,1.470114
1,2535,2.0000005
1,2537,1.4310386
1,2547,2.4701142
1,2560,3.2303195
1,2574,3.1496701
1,2613,1.7214823
1,2618,3.468431
1,2619,1.4903035
1,2621,2.4633532
1,2627,1.4748578
1,2637,1.7210636
1,2645,1.7214823
1,2652,1.4039961
1,2660,1.7214823
1,2663,1.466821
1,2667,1.4798554
1,2723,1.7230108
1,2725,1.4428911
1,2733,1.7762587
1,2741,1.4365168
1,2743,1.4266404
1,2772,2.4992695
1,2773,1.7672799
1,2783,2.7876458
1,2797,1.7210634
1,2799,1.5253093
1,2803,1.4774103
1,2845,1.5366964
1,2849,1.7214823
1,2867,1.540518
1,2871,1.4777093
1,2879,1.7570184
1,2881,1.7214091
1,2889,1.4774103
1,2897,1.444493
1,2913,1.4220653
1,2917,2.1392634
1,2918,1.4844103
1,2919,1.7449076
1,2921,2.3420215
1,2925,1.4618243
1,2936,1.7214823
1,2953,1.7003531
1,2971,1.7011516
1,2980,3.525146
1,2994,1.4120154
1,3004,1.4705327
1,3011,2.7214086
1,3014,1.4440743
1,3021,1.4858885
1,3026,2.1990361
1,3027,1.5166008
1,3033,1.7210636
1,3034,1.7011516
1,3035,2.2535782
1,3051,2.2289166
1,3053,1.5370636
1,3069,1.9999999
1,3073,1.7210636
1,3087,2.2337325
1,3090,1.4491851
1,3101,1.5218596
1,3115,1.7210636
1,3117,2.4858885
1,3127,1.4318203
1,3128,1.5121748
1,3143,1.4386523
1,3153,1.4324417
1,3162,1.7762587
2,2,11.407994
2,5,1.7039976
2,17,2.4150357
2,30,1.7039976
2,64,1.7472482
2,69,3.4079952
2,75,1.7472482
2,76,1.7039976
2,83,1.7039976
2,88,1.7039976
2,106,1.7039976
2,115,2.0000002
2,117,1.8481791
2,130,3.4079952
2,133,2.703998
2,153,2.0000007
2,186,1.7039976
2,196,1.7039976
2,246,1.7039976
2,264,1.7039976
2,265,1.7039976
2,268,2.4512455
2,274,3.4079952
2,277,2.955536
2,281,2.7039976
2,293,2.0000007
2,294,3.4079952
2,298,1.7039976
2,307,3.4079952
2,309,1.7039976
2,338,1.7039976
2,367,1.7039976
2,369,2.0000007
2,377,2.0000007
2,400,3.7039983
2,409,1.7039976
2,424,4.1748657
2,440,2.7039976
2,449,1.7039976
2,464,1.7039976
2,465,1.7039976
2,488,2.4445782
2,493,3.4079952
2,497,2.0000007
2,502,1.7039976
2,514,1.7039976
2,523,1.8481791
2,525,1.7039976
2,527,1.7039976
2,539,2.0000007
2,551,1.7039976
2,555,1.7039976
2,580,1.7039976
2,602,2.0000007
2,606,1.7039976
2,615,1.7039976
2,666,1.7039976
2,669,1.7039976
2,677,3.4079952
2,684,2.7039979
2,706,2.0000007
2,707,1.7039976
2,712,2.7039979
2,714,1.7039976
2,716,11.563612
2,723,1.7039976
2,730,2.4183362
2,758,1.7039976
2,762,3.4079952
2,769,2.0000007
2,783,1.7039976
2,797,1.7039976
2,799,1.7039976
2,802,1.7039976
2,807,1.7039976
2,813,2.703998
2,843,1.7472479
2,858,1.7039976
2,871,2.0000007
2,876,2.7039979
2,896,2.4183362
2,898,2.0000002
2,904,1.7039976
2,912,1.7039976
2,915,1.7039976
2,917,1.7039976
2,919,1.7039976
2,939,1.7039976
2,940,1.5513244
2,959,1.7039976
2,986,1.7039976
2,993,1.4582863
2,1033,1.7039976
2,1035,1.7039976
2,1045,1.7039976
2,1048,1.7039976
2,1069,2.0000007
2,1089,2.7039979
2,1090,2.0000007
2,1094,3.2149556
2,1101,1.7039976
2,1121,1.7039976
2,1123,1.7039976
2,1155,1.7039976
2,1161,1.7039976
2,1169,1.7039976
2,1192,1.7039976
2,1196,1.7039976
2,1198,2.7039979
2,1214,1.7039976
2,1221,1.7039976
2,1233,1.741393
2,1282,1.7039976
2,1298,2.0000002
2,1320,3.4079952
2,1329,1.7039976
2,1338,1.7039976
2,1342,1.7039976
2,1387,2.0000007
2,1390,2.0000007
2,1410,3.4079952
2,1415,1.7039976
2,1416,2.7039976
2,1425,1.7039976
2,1427,2.0000007
2,1430,1.7039976
2,1470,1.7039976
2,1472,2.7039979
2,1497,1.7039976
2,1511,1.7413925
2,1512,2.0000007
2,1514,2.258206
2,1525,2.0000007
2,1534,1.7039976
2,1551,1.7039976
2,1589,1.7735517
2,1597,1.7039976
2,1602,1.7039976
2,1615,1.4308403
2,1645,2.0000002
2,1648,3.7039983
2,1655,2.703998
2,1692,2.703998
2,1694,1.510958
2,1695,2.0000007
2,1703,1.7039976
2,1705,1.7472479
2,1709,2.7039979
2,1710,1.7472479
2,1711,2.7039979
2,1717,1.7472482
2,1720,2.5954273
2,1721,1.7039976
2,1728,3.4079952
2,1736,2.7039976
2,1738,2.9999995
2,1746,4.1910796
2,1750,2.7039979
2,1761,1.7039976
2,1782,1.7039976
2,1799,2.0000007
2,1801,3.7039979
2,1816,3.4512458
2,1822,1.7039976
2,1823,1.595427
2,1824,1.7039976
2,1836,1.7039976
2,1850,1.7039976
2,1863,1.7039976
2,1876,1.7039976
2,1883,1.7039976
2,1889,1.7039976
2,1892,1.7039976
2,1900,1.8481791
2,1912,1.7039976
2,1919,2.0000007
2,1940,2.7039979
2,1941,1.7039976
2,1942,3.2149556
2,1947,2.0000007
2,1952,1.7472482
2,1955,1.510958
2,1972,1.7039976
2,1979,1.7039976
2,1993,1.7039976
2,1996,1.7039976
2,2000,2.0000007
2,2005,1.7039976
2,2022,2.7039979
2,2025,1.7039976
2,2032,1.7039976
2,2042,3.4453902
2,2049,1.7039976
2,2057,3.2149556
2,2067,1.7039976
2,2068,1.7472479
2,2073,3.2149556
2,2078,1.7039976
2,2081,1.7039976
2,2083,1.7039976
2,2086,1.7039976
2,2092,2.7039979
2,2105,2.439739
2,2116,2.7039979
2,2144,1.7590822
2,2168,2.7039979
2,2188,1.7472479
2,2193,2.7039976
2,2201,2.7039979
2,2230,3.449171
2,2232,1.7039976
2,2233,1.7039976
2,2262,2.703998
2,2269,2.5521767
2,2278,1.7039976
2,2284,2.0000007
2,2291,4.9189534
2,2295,1.7039976
2,2300,2.703998
2,2305,2.0000002
2,2338,1.7039976
2,2342,1.7039976
2,2345,1.7039976
2,2348,1.7039976
2,2356,2.7110386
2,2367,1.7039976
2,2369,1.7039976
2,2373,2.0000005
2,2374,1.7039976
2,2395,3.2149556
2,2399,3.2149556
2,2415,1.7039976
2,2425,1.7039976
2,2431,2.0000002
2,2434,1.7039976
2,2436,1.7039976
2,2443,1.7039976
2,2465,1.7039976
2,2487,2.7039979
2,2488,2.7472486
2,2492,2.703998
2,2512,3.7039979
2,2523,1.7039976
2,2538,1.7039976
2,2543,2.0000007
2,2558,1.7590822
2,2568,1.7039976
2,2576,2.0000007
2,2593,1.7039976
2,2613,1.7472482
2,2625,1.7039976
2,2634,1.7472479
2,2649,2.7039976
2,2655,1.510958
2,2657,1.7039976
2,2663,1.4330621
2,2664,3.263215
2,2679,2.0000007
2,2689,2.0000007
2,2691,2.4150357
2,2692,2.5109582
2,2708,2.7039979
2,2717,1.7039976
2,2725,1.7039976
2,2747,2.0000002
2,2761,1.7039976
2,2766,2.0000007
2,2775,1.7039976
2,2777,1.9999999
2,2778,1.7039976
2,2786,3.4079952
2,2800,1.7039976
2,2806,1.7039976
2,2807,1.7472479
2,2820,1.7039976
2,2835,4.4079947
2,2842,3.7039979
2,2854,1.7039976
2,2856,1.7039976
2,2859,2.0000007
2,2876,1.7039976
2,2937,2.0000002
2,2942,1.7039976
2,2960,2.0000007
2,2980,1.7039976
2,2998,1.7039976
2,3007,2.4512455
2,3018,2.703998
2,3022,2.819442
2,3028,1.7039976
2,3036,2.0000007
2,3039,2.7039976
2,3055,3.4079952
2,3060,3.2149556
2,3061,1.7039976
2,3062,2.0000007
2,3063,2.7039979
2,3064,1.7039976
2,3088,1.7472479
2,3091,2.7039979
2,3110,1.7590824
2,3111,2.0000007
2,3112,1.7039976
2,3121,2.4473038
2,3131,1.7039976
2,3135,1.7039976
2,3140,1.7039976
2,3143,1.7039976
3,3,11.557988
3,103,2.59093
3,200,1.4477992
3,236,1.4477992
3,284,1.4477992
3,680,1.7789938
3,703,1.5015557
3,866,1.7741077
3,932,1.5015557
3,1275,1.5015557
3,1276,3.6502693
3,1370,2.0
3,1529,1.7625182
3,2025,1.5015557
3,2113,2.2101908
3,2123,1.5015557
3,2140,1.4477992
3,2213,1.7625182
3,2413,1.5015557
3,2677,1.9999998
3,2811,1.4477992
3,2812,1.7625182
3,2831,1.5015557
3,2834,1.714287
3,2984,1.7625182
3,3133,1.4477992
4,4,9.999999
4,10,1.9999995
4,14,1.4276899
4,17,1.8564007
4,32,1.4598541
4,34,1.4366075
4,45,1.555441
4,51,1.5619414
4,58,1.4542758
4,60,1.4366075
4,74,1.4598541
4,78,1.4366075
4,82,1.7069489
4,93,2.1625552
4,108,1.4353601
4,125,1.7030271
4,128,1.4366075
4,135,1.5602372
4,138,1.4542758
4,139,1.4514546
4,143,1.4598541
4,148,2.4366078
4,158,1.7134025
4,160,2.1705325
4,164,1.4542758
4,180,1.4366075
4,181,1.5667744
4,188,1.4598541
4,215,1.4598541
4,216,1.4382662
4,220,1.4542758
4,226,1.719903
4,232,3.0125709
4,233,3.6248083
4,249,1.74002
4,252,1.4598541
4,279,2.5639954
4,281,1.554234
4,298,1.7134025
4,302,2.4394732
4,310,1.4542758
4,312,1.4599234
4,317,1.4366075
4,322,1.4542758
4,339,1.4366075
4,366,1.4366075
4,376,2.2786458
4,398,1.4598541
4,411,1.4542758
4,413,1.4366075
4,414,3.0171099
4,423,1.4542758
4,431,2.842038
4,436,2.4116163
4,442,1.5498903
4,443,2.1676786
4,451,1.4542758
4,455,2.2786458
4,465,1.4366075
4,478,1.4353601
4,491,1.721957
4,498,3.856401
4,504,1.4366075
4,511,2.176233
4,516,1.4598541
4,532,1.7447776
4,540,2.2801404
4,544,1.8420384
4,548,1.719903
4,551,1.555441
4,560,1.7134027
4,566,2.9920485
4,587,1.569804
4,589,1.9999995
4,593,1.5602372
4,610,1.4366075
4,615,1.7199032
4,616,1.7181993
4,624,3.181385
4,628,1.7134027
4,662,1.8118854
4,664,1.555441
4,665,1.9999994
4,667,3.7307696
4,687,1.4542758
4,689,1.5870693
4,692,1.4542758
4,694,2.7400198
4,698,1.555441
4,699,2.4276898
4,700,2.144887
4,705,2.4276896
4,708,1.8420384
4,709,2.4542756
4,715,1.8420379
4,740,2.155708
4,762,1.4222281
4,774,1.433306
4,777,1.4366075
4,781,1.7134025
4,782,1.7748647
4,801,1.5619414
4,802,1.7763716
4,803,1.4598541
4,825,1.4269927
4,826,2.886375
4,828,2.2963142
4,837,2.1500103
4,839,1.5681086
4,846,1.4542758
4,848,1.4542758
4,853,1.4542758
4,858,1.7134025
4,862,1.4394732
4,863,1.4366075
4,885,1.7134025
4,887,1.4366075
4,899,1.4366075
4,903,1.4366075
4,906,1.4598541
4,908,1.8420382
4,915,1.5376475
4,926,1.8420384
4,928,2.2786458
4,929,3.0125706
4,932,1.4326087
4,933,1.5563253
4,934,2.296314
4,989,2.2786458
4,993,2.2786458
4,1007,1.8420384
4,1028,1.4353601
4,1034,1.9999999
4,1047,2.1500103
4,1054,2.5667744
4,1055,2.166803
4,1057,1.4473565
4,1062,2.157303
4,1066,1.452124
4,1087,3.1845632
4,1089,1.470848
4,1092,1.719903
4,1103,1.555441
4,1104,1.569804
4,1105,1.555441
4,1108,1.4542758
4,1134,1.4425364
4,1146,1.5602372
4,1148,1.4366075
4,1166,1.4581804
4,1167,2.998549
4,1176,1.7014325
4,1182,1.4366075
4,1193,1.4366075
4,1196,1.4366075
4,1202,1.4542758
4,1204,1.4542758
4,1205,1.4366075
4,1226,2.2786458
4,1227,2.1676788
4,1237,2.9908416
4,1243,2.2939167
4,1257,2.226952
4,1259,2.9016037
4,1260,1.5578334
4,1286,1.7134027
4,1303,2.4366074
4,1310,1.8420384
4,1314,1.5639955
4,1320,2.4629655
4,1327,1.9999995
4,1329,1.4274642
4,1330,2.2786458
4,1340,1.4542758
4,1346,1.8420379
4,1349,1.5759633
4,1353,2.1585648
4,1361,1.4542758
4,1376,1.4598541
4,1378,2.176233
4,1382,1.4276899
4,1386,1.4598541
4,1387,2.2786458
4,1395,2.8964615
4,1401,1.4542758
4,1405,1.4366075
4,1409,2.1672242
4,1415,1.4346628
4,1421,1.9999995
4,1438,1.9999994
4,1445,1.5366217
4,1454,1.4366075
4,1455,1.8420382
4,1456,1.8118852
4,1458,1.8420382
4,1465,2.4542756
4,1473,1.4542758
4,1489,1.4542758
4,1494,2.2786458
4,1507,3.0234232
4,1515,1.4542758
4,1549,1.4366075
4,1554,1.4366075
4,1556,1.4542758
4,1559,1.7219572
4,1565,1.4538281
4,1577,1.7134025
4,1586,1.7134027
4,1588,1.7247362
4,1615,1.4368246
4,1646,1.4598541
4,1650,1.555441
4,1651,2.9016323
4,1661,1.9999996
4,1669,1.5759633
4,1673,1.4598541
4,1679,1.713403
4,1688,1.4366075
4,1693,1.9999996
4,1707,2.1592407
4,1721,1.555441
4,1727,2.193779
4,1748,3.030239
4,1755,1.555441
4,1771,1.4366075
4,1773,2.1676788
4,1781,1.4366075
4,1783,2.296314
4,1788,1.555441
4,1790,2.2786458
4,1802,1.4542758
4,1805,1.555441
4,1812,1.7450308
4,1820,1.8564008
4,1842,2.174179
4,1853,1.7134027
4,1882,1.4598541
4,1884,1.8420384
4,1886,1.9999996
4,1895,1.7014325
4,1900,1.4542758
4,1914,1.4542758
4,1917,1.4598541
4,1920,1.713403
4,1926,1.5619414
4,1948,3.3018923
4,1955,1.4341986
4,1968,1.4542758
4,1969,2.1705325
4,1971,1.4542758
4,1984,1.5681086
4,1987,1.4542758
4,1988,1.4229304
4,1991,1.4581804
4,1994,1.7134025
4,2000,1.7121956
4,2007,1.7219572
4,2011,1.5632744
4,2025,1.5434705
4,2028,1.4542758
4,2037,1.4366075
4,2044,1.4366075
4,2050,2.1732569
4,2081,2.2815113
4,2083,1.4320309
4,2088,3.2786455
4,2096,1.4141378
4,2100,1.7134027
4,2108,3.43308
4,2119,1.7199028
4,2134,1.4542758
4,2154,1.4598541
4,2157,1.7127054
4,2167,1.4366075
4,2168,3.454276
4,2174,1.4542758
4,2177,2.188201
4,2181,1.4558823
4,2217,1.719903
4,2223,1.8420379
4,2230,1.4834396
4,2231,1.4366075
4,2237,2.4267607
4,2239,1.6984394
4,2241,1.4353573
4,2247,1.5783584
4,2257,2.5759635
4,2269,1.4542758
4,2286,1.4542758
4,2302,2.4630961
4,2330,1.4366075
4,2335,1.434639
4,2342,1.4330802
4,2344,2.4542756
4,2348,1.4330802
4,2353,1.4366075
4,2354,1.4366075
4,2362,1.9999996
4,2365,1.6984394
4,2366,1.5619414
4,2378,2.316255
4,2392,1.4598541
4,2399,1.9999994
4,2414,1.555441
4,2415,1.4598541
4,2418,1.4271439
4,2419,1.4542758
4,2425,2.1750717
4,2430,2.1592407
4,2447,1.8420379
4,2456,1.7134027
4,2461,1.4366075
4,2470,1.4366075
4,2492,1.4599234
4,2500,1.4598541
4,2505,2.2786458
4,2512,1.438139
4,2518,1.4353178
4,2520,1.5619414
4,2527,1.9999996
4,2528,2.2963142
4,2542,1.4687121
4,2543,2.842038
4,2554,1.7134027
4,2562,1.4366075
4,2574,2.4628198
4,2601,1.4542758
4,2606,1.5759633
4,2609,1.5619414
4,2611,1.4366075
4,2616,1.719903
4,2618,2.2829118
4,2619,2.5554411
4,2621,1.4598541
4,2625,1.5563253
4,2642,2.4366074
4,2660,2.7134025
4,2686,1.4341903
4,2688,1.4542651
4,2697,1.5489869
4,2699,1.4542758
4,2730,1.4366075
4,2733,3.0125706
4,2740,1.8420379
4,2764,1.7117931
4,2772,2.1705325
4,2779,1.7030274
4,2780,1.8420384
4,2781,1.4366075
4,2783,2.188201
4,2797,1.7339246
4,2799,3.1626775
4,2803,2.143556
4,2832,2.576304
4,2834,1.7142873
4,2845,2.180346
4,2855,1.5619414
4,2856,1.7207955
4,2859,1.8420379
4,2871,1.4366075
4,2882,1.8420382
4,2884,2.2926455
4,2889,2.9855945
4,2890,1.7030271
4,2897,1.7134025
4,2908,1.8564012
4,2918,1.4366075
4,2921,1.4542758
4,2925,3.1732569
4,2928,2.2751184
4,2934,1.4418604
4,2938,1.4598541
4,2942,1.4330802
4,2950,2.1664717
4,2955,2.1565106
4,2961,1.4473565
4,2968,2.4366074
4,2977,1.719903
4,2980,3.0125706
4,2989,1.7199029
4,3004,1.4394732
4,3005,1.8420379
4,3010,1.4366075
4,3021,1.4366075
4,3026,1.4598541
4,3027,3.7384999
4,3034,1.5489869
4,3035,2.9968448
4,3051,1.5602372
4,3052,1.4598541
4,3063,2.1790118
4,3070,1.7199032
4,3071,1.4542758
4,3078,2.7219572
4,3087,2.8868296
4,3092,2.7134027
4,3094,2.2786458
4,3096,1.4334321
4,3101,2.1553495
4,3117,2.1705325
4,3120,1.4542758
4,3124,1.4542758
4,3128,2.1937397
4,3129,2.878344
4,3141,1.7199028
4,3162,2.1705325
5,2,1.7039976
5,5,10.0
5,69,1.7039976
5,105,2.0000002
5,130,1.7039976
5,210,1.4394206
5,259,1.7554823
5,274,1.7039976
5,277,1.534272
5,294,1.7039976
5,303,1.4394206
5,307,1.7039976
5,341,1.7257469
5,424,2.470868
5,493,1.7039976
5,574,1.7419395
5,615,1.714287
5,643,1.4711841
5,677,1.7039976
5,716,2.43468
5,730,1.7143385
5,737,1.4394206
5,762,1.7039976
5,894,1.4394206
5,896,1.4183362
5,1094,1.5075872
5,1146,1.4394206
5,1222,2.5063808
5,1320,1.7039976
5,1329,2.0
5,1410,1.7039976
5,1449,1.7554826
5,1597,2.0
5,1640,2.0000002
5,1728,1.7039976
5,1746,1.7039976
5,1894,1.4394206
5,1942,1.5075872
5,2057,2.5178766
5,2073,1.8035896
5,2143,1.4394206
5,2168,2.0000002
5,2291,2.5075872
5,2350,1.7419395
5,2369,1.7136223
5,2395,1.8035896
5,2399,1.8035896
5,2625,2.0
5,2647,1.7257471
5,2649,1.7039974
5,2662,2.0000002
5,2786,1.7039976
5,2812,1.7314193
5,2834,1.714287
5,2835,1.7039976
5,2864,1.4394206
5,2884,2.0000002
5,2913,1.4394206
5,3055,1.7039976
5,3060,1.8035896
5,3081,2.0000002
6,6,10.0
6,13,1.711237
6,24,1.4727231
6,33,1.4649059
6,34,1.7223445
6,50,1.7121818
6,58,1.7072682
6,60,1.7223445
6,63,1.9999998
6,65,2.7536683
6,94,1.7464414
6,96,1.711237
6,108,2.5543537
6,117,1.429158
6,122,1.731668
6,132,1.7112374
6,139,1.4477572
6,148,1.7223444
6,150,2.0
6,178,1.4366004
6,180,1.4514267
6,189,1.7112375
6,212,1.4834368
6,216,1.4345224
6,222,1.9999998
6,223,1.4516343
6,233,1.4296125
6,235,1.781799
6,238,1.719789
6,254,2.7817986
6,289,2.435038
6,296,2.0
6,297,1.8136537
6,298,2.464906
6,302,2.4349837
6,306,2.491276
6,327,1.4276862
6,331,1.4727231
6,332,2.1478376
6,338,1.7536687
6,350,2.511567
6,400,1.8526912
6,406,1.4735827
6,408,2.7870736
6,411,1.4291484
6,423,2.7072682
6,431,1.9999999
6,443,2.1354816
6,458,1.8136537
6,465,2.7223444
6,474,1.7536683
6,483,1.4511456
6,498,1.7536687
6,502,1.4570165
6,504,1.476013
6,507,1.7817991
6,508,1.7112374
6,510,1.7536687
6,515,1.4223883
6,517,2.4388697
6,528,1.5001097
6,529,2.4725144
6,551,1.7112374
6,566,1.4335817
6,569,1.4362382
6,570,1.4362382
6,577,1.4573079
6,604,3.2124226
6,605,2.4725146
6,623,1.4637251
6,628,1.4388701
6,641,1.7536685
6,645,1.7536687
6,648,1.4310267
6,656,1.4243565
6,664,2.419145
6,685,1.4310267
6,688,1.4725146
6,694,1.72188
6,705,1.7112374
6,711,1.4734578
6,723,2.3973157
6,733,2.7817986
6,740,1.4370364
6,749,1.7360923
6,774,1.7112374
6,777,1.4387932
6,781,2.1770878
6,786,2.431027
6,811,1.4725146
6,816,2.0
6,826,1.4180442
6,837,3.1500306
6,839,1.4401951
6,850,2.9999998
6,855,1.4404163
6,862,1.4349835
6,869,1.5001097
6,881,1.7536685
6,883,2.5967844
6,885,1.4117454
6,902,1.4725146
6,928,1.7223444
6,934,2.1797829
6,941,1.4282135
6,943,1.4727231
6,953,1.4834368
6,964,1.7412567
6,969,1.9999998
6,980,1.9999998
6,982,1.4331176
6,985,2.7817986
6,1000,1.4725146
6,1005,1.7112374
6,1021,2.7817986
6,1029,1.7112371
6,1041,1.9999998
